Original    Solution
000300020   546371928
000000000   293684175

Original    Solution
150000000   153624978
200007000   248597316
600103000   679183452
500010700   592816734
000405000   867435291
000270860   314279865
006300100   926358147
700000000   785941623
000000000   431762589

Original    Solution
000007030   268597134
500014000   537214698
410030070   419638275
000000080   671345982
042100000   842169753
003080400   953782416
006000000   326871549
100020800   195423867
000000000   784956321

Original    Solution
620005000   621485397
008020050   398627154
000003200   574913268
003008070   953148672
002056000   782356419
140000000   146792583
400070000   435871926
000200700   819264735
000000000   267539841

Original    Solution
100300000   156348729
200507040   289517346
430020000   437629158
000000200   398471265
010280000   514286937
062030000   762935481
600004000   621894573
005700000   945763812
000000000   873152694

Original    Solution
040080170   342589176
800000000   816473259
500000000   597612843
200006080   273146985
000300400   169358427
005207300   485297361
700830000   754831692
001000500   921764538
000000000   638925714

Original    Solution
130740000   136742589
004050300   784159362
520300000   529386147
000000050   261473958
000560020   397568421
040001600   845921673
003000000   453897216
000230000   618234795
000000000   972615834

Original    Solution
000007000   314687259
060020000   765429138
020000760   928513764
001000600   231874695
076000000   476295813
080360000   589361472
100702000   153742986
802050040   892156347
000000000   647938521

Original    Solution
082005000   182465379
004300000   574392681
000001200   369781254
000057040   913657842
600000510   628943517
700020000   745128936
000000100   236574198
401006700   491836725
000000000   857219463

Original    Solution
006043010   756943218
002001060   342581769
008000000   198627345
000000000   267315894
005070100   985472136
410806000   413896527
630000000   631754982
070230000   874239651
000000000   529168473

Original    Solution
000003800   265473819
040510030   948512736
071000040   371689245
080000070   482165973
000000000   517398462
600000000   639247158
023001600   723951684
850026000   854726391
000000000   196834527

Original    Solution
700800000   721845936
080003020   586973124
400100070   439126578
000700060   314752869
200004300   258694317
600000000   697318245
070400650   172489653
043000000   843561792
000000000   965237481

Original    Solution
010800600   213847659
580060020   584169327
000005000   679235841
000600000   137624985
000703100   945783162
802050000   862951734
008006000   728416593
300000410   396572418
000000000   451398276

Original    Solution
020605700   123645789
000000200   846179235
000800400   597823416
700050000   714256398
008010500   368914527
002038000   952738164
085000000   485362971
070400600   279481653
000000000   631597842

Original    Solution
006501400   726591438
300486000   315486279
000000000   849273156
000032000   164732895
078050620   978154623
000000000   253968741
000005300   491625387
087040000   687349512
000000000   532817964

Original    Solution
005020000   315726489
020400000   628419357
074500000   974583216
000600020   489637125
002841000   562841793
130000000   137952648
000374060   851374962
000200000   746295831
000000000   293168574

Original    Solution
010000820   314576829
060001000   862491357
700000060   759238164
100800000   126843975
400020000   437925618
508000000   598617432
200350700   281359746
000064200   975164283
000000000   643782591

Original    Solution
000305000   176325489
020640000   329648517
000001300   584791362
010402000   617432895
040000020   843519726
005000100   295876134
061050040   761253948
008100000   958164273
000000000   432987651

Original    Solution
601000000   641583927
080600000   387629451
000010300   529417368
000000780   194235786
035000210   835976214
000840000   762841593
000302100   458362179
270008000   273198645
000000000   916754832

Original    Solution
004200000   374218569
160000800   162593847
000704000   589764231
200000700   218649753
006005100   436875192
007301000   957321486
800137000   895137624
000000010   723456918
000000000   641982375

Original    Solution
008000030   728159634
016480000   316487259
050020700   459326718
000001080   642571983
000003000   187943526
500060000   593268147
201030000   271634895
000700460   835792461
000000000   964815372

Original    Solution
050060400   251367498
008002000   678492153
340800000   349815627
700000080   713654289
002000000   562789314
080200570   984231576
000000060   895143762
420500030   426578931
000000000   137926845

Original    Solution
000074000   138674295
050000000   457912368
002800400   692853417
000200140   375268149
004500000   814539672
026040050   926741853
060007080   261397584
000105000   743185926
000000000   589426731

Original    Solution
060000000   164328579
300467000   359467128
280100000   287159346
000684050   713684952
000030800   546932817
000000000   928571634
400200000   431296785
802700060   892715463
000000000   675843291

Original    Solution
020706040   321796548
000050700   469158723
000002000   578342619
000030000   214537986
006080000   736981254
000024100   895624137
003800470   653819472
100060800   147263895
000000000   982475361

Original    Solution
086001000   486371259
057000300   957286314
102040870   132945876
000008000   215798643
703600000   743612598
000500020   698534127
300000400   329167485
000400000   861459732
000000000   574823961

Original    Solution
001800300   521867349
400010600   479312658
030004000   836594127
000083000   142983576
000200000   365271894
008456200   798456213
250000000   254639781
000008400   913728465
000000000   687145932

Original    Solution
700025000   734125869
080700510   286749513
100300000   159368427
000400200   693481275
000000600   842537691
017000000   517692348
020006080   325976184
060050030   961854732
000000000   478213956

Original    Solution
040100000   249156378
070000650   371849652
008327040   568327941
006030080   126735489
080000000   487961235
000000700   935284716
000010500   794618523
003400100   853492167
000000000   612573894

Original    Solution
004000500   164238579
850000000   857169243
302007610   392457618
005306800   425316897
000002000   713892456
080000030   689574132
000000020   536981724
070640000   271643985
000000000   948725361

Original    Solution
000050600   243159678
001460000   781462359
000080000   596783142
000600020   319648725
000005400   672915483
050007000   458237916
004500200   864591237
037800560   937824561
000000000   125376894

Original    Solution
800000460   823159467
001408000   561478239
000006500   794236581
400800600   415892673
000005020   639745128
078010000   278613945
006020010   356927814
000300000   942381756
000000000   187564392

Original    Solution
700200000   768213459
005800000   425869317
130000000   139475268
040020700   346921785
001340600   581347692
000000030   972586134
000700020   653794821
004038070   294138576
000000000   817652943

Original    Solution
025000000   825136749
000480200   679485213
301000000   341279586
760020000   764823951
180000300   182957364
000014000   593614827
050300400   256391478
000060100   437568192
000000000   918742635

Original    Solution
005007000   235187649
000450030   768459132
100000800   149236875
080700000   382745961
650000020   654913728
000000450   971628453
417300000   417392586
000804000   593864217
000000000   826571394

Original    Solution
500070000   513274689
000015000   268915374
000003100   479863125
002647500   382647591
005000060   795138462
640002000   641592738
800001040   826351947
030000000   134729856
000000000   957486213

Original    Solution
000060000   254169378
100385400   167385429
030000100   938247165
000000750   413892756
620500000   629571834
700000000   785634291
076403000   876453912
040000080   341926587
000000000   592718643

Original    Solution
031000070   231659874
000004000   586174239
700080000   749283561
024500100   324567198
000000340   167892345
058000000   958341726
013420080   613425987
000000010   475938612
000000000   892716453

Original    Solution
500100000   547128369
832000000   832695714
000743000   169743825
000000580   213469587
600002400   658372491
000050000   794851632
001006200   471936258
000504100   926584173
000000000   385217946

Original    Solution
000807000   132847956
060502000   467592138
000000200   589136247
005400000   875419362
046300000   246375819
000200500   391268574
758020000   758621493
020050600   923754681
000000000   614983725

Original    Solution
000000000   376425198
502010000   582913467
041708000   941768235
000030810   429537816
060200070   163284579
000000040   758196342
000370080   615372984
230000600   237849651
000000000   894651723

Original    Solution
000780030   152784639
000006500   384196527
760003000   769253148
208045000   218345796
037000000   637912854
005600000   495678213
000800060   573829461
020000080   921467385
000000000   846531972

Original    Solution
104030000   154236789
260800000   267891345
003004020   893754126
020010000   526317894
000500000   318549267
700000500   749628513
080000630   981475632
605000400   635982471
000000000   472163958

Original    Solution
030200000   534216879
000070000   628479513
071350000   971358246
000000080   395147682
010000030   712685934
406002750   486932751
200004000   253894167
000760300   849761325
000000000   167523498

Original    Solution
700040000   756843129
200010030   248519736
030000800   139267845
000020500   387426591
601030080   691735284
400000600   425981673
070100060   572194368
000300010   864352917
000000000   913678452

Original    Solution
000000030   142658937
000000800   697213854
350000000   358749162
004000020   784396521
003105040   963125748
501870000   521874396
200480000   235487619
000560070   819562473
000000000   476931285

Original    Solution
000046020   713846925
400003080   429753681
000000700   658129743
106000500   186437592
040002100   947562138
030008000   235918467
300000050   374681259
502070000   592374816
000000000   861295374

Original    Solution
000003000   125843679
480010000   489716253
076005080   376925184
000100060   253174968
007082000   697382415
040000000   841659327
000001030   764591832
038207000   938267541
000000000   512438796

Original    Solution
000002060   148352769
005700800   265791843
007008010   397648215
600200000   613275498
000006000   482916357
500000100   579483126
031064000   731564982
000130500   826139574
000000000   954827631

Original    Solution
200038000   214538697
500000000   578269314
006470800   396471852
000000500   723146589
040005020   149385726
000007030   865927431
001003070   451693278
600800040   637812945
000000000   982754163

Original    Solution
002000000   312569478
800400060   859471263
070008510   476238519
000340000   698345127
240000000   247186395
105002800   135792846
580007000   581627934
000000700   963814752
000000000   724953681

Original    Solution
600348000   652348719
010700030   418729536
003005000   793165428
000000000   184237695
570000200   579681243
326004000   326594871
000000100   935476182
200800060   241853967
000000000   867912354

Original    Solution
000708000   124738569
703510020   763519824
000026000   589426317
000600400   317652498
000003000   642893751
000107030   895147236
230000080   231974685
008000070   458261973
000000000   976385142

Original    Solution
000105020   348165729
006000000   196287345
020000800   725394861
600720000   653721984
080630010   487639512
000000000   912458673
870540000   879542136
500800200   534816297
000000000   261973458

Original    Solution
500100860   524139867
000007400   163287495
000000030   789465132
350004000   352714689
010050020   916853724
000000050   478926351
800000070   845391276
007648000   297648513
000000000   631572948

Original    Solution
230000000   231567849
500014020   578914326
060002000   469382517
340000000   345276981
006150400   786159432
000000000   192843675
020030150   927638154
000400700   613425798
000000000   854791263

Original    Solution
000200700   368241759
000050000   247659138
501000600   591837624
000080010   425986317
800074000   836174295
000305000   179325486
002703040   652793841
003400500   913468572
000000000   784512963

Original    Solution
020080070   421983675
038600000   538671942
600005010   679245318
002004000   312594786
007306500   847326591
000007200   956817234
100000400   183752469
000000020   795468123
000000000   264139857

Original    Solution
004052810   674352819
000040600   125849673
003000020   893716425
000030240   586931247
000000000   347285196
012467030   912467538
000070000   231578964
008000000   468193752
000000000   759624381

Original    Solution
040700080   143725689
020000070   628149375
570000410   579368412
005000100   285476193
000510000   397512864
406003200   416893257
000037040   851237946
000000000   762984531
000000000   934651728

Original    Solution
070024000   175624389
000000600   238915647
000008000   649738125
063070010   863572914
400100000   452189763
007000250   917346258
006403000   526493871
700801000   794861532
000000000   381257496

Original    Solution
057320000   157324689
000000000   238659147
064000300   964781325
000000060   812495763
006008000   476138592
000067410   593267418
320016000   325916874
080500000   781542936
000000000   649873251

Original    Solution
427030000   427638195
060102800   569172834
030000060   831459267
080500000   386521479
000000350   714896352
000740010   295743618
100005020   143985726
000000000   658217943
000000000   972364581

Original    Solution
000040300   215647389
070080000   379582146
600100000   648193257
000065000   437865912
186000430   186279435
000000060   952431768
000710500   823716594
004050020   794358621
000000000   561924873

Original    Solution
000004070   213854679
500760400   598762413
000030000   764139285
020500100   429573168
680001000   685241397
137000000   137698524
002000050   842317956
306000000   376925841
000000000   951486732

Original    Solution
000006870   143296875
700500000   762584139
005003400   895713426
050000000   251368794
000170600   489172653
030040000   637945281
506020010   576429318
020001000   324851967
000000000   918637542

Original    Solution
006100000   436125789
020800000   125897346
800604200   897634215
000400000   263419578
500270000   548273691
071000030   971568432
050000060   759382164
310000050   312946857
000000000   684751923

Original    Solution
000450000   726451389
805000600   845397612
103000700   193268745
470100000   472135896
000000500   931684527
060020000   568729134
300870000   354872961
207000050   287916453
000000000   619543278

Original    Solution
410000030   412567839
000003000   658193427
700002600   739842651
000780060   241785963
067030200   867931245
500000070   593426178
300000010   386259714
004000500   124378596
000000000   975614382

Original    Solution
020700050   124739658
000000000   358164729
000800040   679825143
580006030   581476932
000213000   497213586
060058400   263958471
002600000   842697315
700000200   736581294
000000000   915342867

Original    Solution
001500020   461539728
000107030   258167439
000428500   379428516
000200840   135296847
800000000   842715693
000003000   796843152
027000300   527981364
003600000   913674285
000000000   684352971

Original    Solution
300000080   312564789
800703200   845793216
076010000   976812345
007000000   127386594
400205000   498275163
063040000   563149827
000008000   254638971
080050030   681957432
000000000   739421658

Original    Solution
000000000   132647589
000000300   465829317
007510040   897513642
710480000   716485923
003001400   583291476
020700000   924736851
358000100   358972164
000004200   671354298
000000000   249168735

Original    Solution
407000000   427135689
005007100   685947123
010000400   319682475
106000800   156294837
000306500   248376591
000008200   793518246
030000000   934851762
070403010   572463918
000000000   861729354

Original    Solution
004000000   584136297
000800050   632897154
100020800   179425836
008700000   428763519
016004370   916584372
003000040   753219648
200000000   247651983
365070000   365978421
000000000   891342765

Original    Solution
000035600   217435698
000200070   348296175
000010000   659817234
000060000   534762819
100058000   172958463
086001700   986341752
400120500   463129587
000680000   725683941
000000000   891574326

Original    Solution
600050030   617859234
000000000   248136759
500042060   593742168
160300000   169325847
002074000   852674391
074080600   374981625
000000400   726598413
080000500   981463572
000000000   435217986

Original    Solution
032050000   432156789
500240000   578249136
010700400   619783425
150030000   154637298
000000000   783492561
200815000   296815347
007000800   327961854
000370000   865374912
000000000   941528673

Original    Solution
058004010   258374619
000005000   136295478
000000050   479618352
084060020   384569127
007000000   967142835
510030000   512837964
703400200   793456281
020001000   625981743
000000000   841723596

Original    Solution
360800400   361825479
008100500   728194536
000000020   594367128
080000000   683271945
210540300   219548367
470000000   475639281
056000000   156482793
030006000   932716854
000000000   847953612

Original    Solution
080400610   582493617
306070280   396175284
000200000   417268359
040600000   143687592
000000830   729514836
005000000   865329471
070800020   674851923
200030000   251936748
000000000   938742165

Original    Solution
200300000   215349678
874605020   874615923
000080000   693287415
007002060   147532869
006070100   386974152
000001300   529861347
030000200   431758296
000400000   762493581
000000000   958126734

Original    Solution
641000080   641253789
000000000   237189456
800400010   859476213
000040600   318742695
000800000   764895321
502030800   592631847
003060500   123964578
400500030   476518932
000000000   985327164

Original    Solution
206007050   236147859
007600000   157698243
840000000   849235167
010050600   418359672
500000010   573426918
000080530   692781534
064002080   364912785
000000000   725863491
000000000   981574326

Original    Solution
045030000   645132789
200000060   283479165
007000040   917658243
300504000   321564897
000080020   456987321
700000400   798321456
000703500   869743512
102000070   132895674
000000000   574216938

Original    Solution
470010000   472813596
003000010   563297418
000650000   189654273
000378000   295378641
004000000   734126985
016000320   816549327
000000860   941735862
008400050   328461759
000000000   657982134

Original    Solution
308500000   328516497
000030000   746839125
501040800   591247863
070003010   274953618
005060070   135468279
000072030   869172534
400000000   413725986
602000000   682394751
000000000   957681342

Original    Solution
600002000   614732589
000080030   275489631
300100070   398165274
107040060   157243968
000000000   463918752
002050010   982657413
030070120   539874126
800000300   821596347
000000000   746321895

Original    Solution
000006100   234586179
060000000   168739245
000041080   579241386
003002060   413952768
057000000   857614932
600300500   692378514
700800620   741895623
000120000   986123457
000000000   325467891

Original    Solution
820010640   825713649
000000000   461259738
730080010   739486215
000300800   247365891
000074000   698174523
100000000   153928467
086002070   386592174
000040300   912847356
000000000   574631982

Original    Solution
580300000   581326749
673010000   673419258
000800060   249875163
000000070   128693574
000152000   734152986
006080000   956784321
007500000   897541632
010008400   315268497
000000000   462937815

Original    Solution
008020000   158326749
002000060   792145368
034000000   634789512
000050600   387254691
200001400   265931487
410000050   419867253
000600020   571693824
803510000   843512976
000000000   926478135

Original    Solution
400065000   432765819
150040700   156849723
000230540   798231546
083000160   283594167
500007030   541627938
000000000   679183254
010008000   314958672
000000000   825376491
000000000   967412385

Original    Solution
000000000   123487569
008500370   468529371
000316040   759316248
075000020   375148926
000602000   894652713
000070000   216973485
000004850   631294857
040031000   547831692
000000000   982765134

Original    Solution
300006000   325486197
018000020   418379625
006510000   796512348
040068500   142768539
000003200   867953214
500004080   539124786
200000070   254691873
080000000   683247951
000000000   971835462

Original    Solution
080000000   483129567
007034200   697534218
150000030   152678439
000306800   914356872
070000000   376482951
005000000   825791643
000010000   548913726
261807300   261847395
000000000   739265184

Original    Solution
000000000   136274589
270050000   278159643
540680000   549683127
007012030   467512938
000006010   385496712
002700060   912738465
000007000   623947851
700800300   754821396
000000000   891365274

Original    Solution
800052700   816452739
002000000   432769158
500008000   579138246
000010000   328516497
061080000   761984523
004000600   954273681
040300060   145397862
283600000   283641975
000000000   697825314

Original    Solution
000060300   421765398
080040010   589243617
030100020   637198425
000630000   748631259
200000000   263957841
100000700   195824736
016080070   916382574
070500080   374516982
000000000   852479163

Original    Solution
000060300   245768319
861000700   861239745
070100800   379145826
030080100   534687192
706000000   716392584
080004030   982514637
000000050   693471258
020006000   128956473
000000000   457823961

Original    Solution
250400000   251476389
030500460   738519462
400000000   469328157
000035040   182735946
600080000   645981273
003060800   973264815
000807000   324857691
010600000   817692534
000000000   596143728

Original    Solution
000156300   278156349
500000070   536249178
400380600   419387652
000060730   182964735
007821000   357821496
000000020   694573821
000000000   725418963
001600000   941632587
000000000   863795214

Original    Solution
050008020   354678129
700001800   726391845
010020070   918524376
000030400   567832491
132740000   132749568
000100000   489165237
870006000   873216954
000000000   241957683
000000000   695483712

Original    Solution
600710000   624715389
000000050   138429756
700080000   759683124
000806000   342896517
810300600   815347692
070201840   976251843
000000000   261938475
503004000   593174268
000000000   487562931

Original    Solution
200000000   271354698
030000200   834619275
650000000   659287134
000740000   923745816
005000000   765138942
008060750   148962753
010803400   512873469
007400580   397426581
000000000   486591327

Original    Solution
000080000   734185629
501007030   561297438
280004070   289364175
070600810   372659814
000010200   456813297
000000560   198472563
000700300   915728346
007000000   647531982
000000000   823946751

Original    Solution
000002050   147382659
080000030   285169437
000457800   369457812
508070000   518273946
070001000   674591283
030046170   932846175
400000000   421635798
006000000   756918324
000000000   893724561

Original    Solution
060000000   263148579
140007000   145297368
000006000   789536421
050021730   658921734
070080000   372684915
000000000   914753286
000365140   897365142
401070000   421879653
000000000   536412897

Original    Solution
500470000   513472698
200085010   264985713
000001000   789361245
050600320   157648329
006010000   926713854
038200000   438259167
000000000   342896571
001500080   671534982
000000000   895127436

Original    Solution
000004000   526134798
003000100   483597162
107000000   197862435
000081000   734981256
260000080   261753984
050006300   859246317
040620000   348629571
005070620   915478623
000000000   672315849

Original    Solution
000574000   128574639
700000000   734689521
000000080   569231487
045700010   245763918
000010070   693815274
800042300   871942365
000000150   482397156
310006000   317456892
000000000   956128743

Original    Solution
005020000   315629748
040870100   246875193
000034000   879134526
180000200   183467259
000050400   927358461
004000830   564912837
050701000   652791384
700000000   738246915
000000000   491583672

Original    Solution
000704030   152784639
807060500   837961524
000002000   496532718
005000000   325649871
000100000   649178253
001050400   781253496
000420180   973426185
260300000   268315947
000000000   514897362

Original    Solution
005000010   765293418
034008000   934158267
200000300   281467359
070030540   672839541
800501000   843571692
010602000   519642783
000000020   357914826
100300000   126385974
000000000   498726135

Original    Solution
070120000   375126489
000080670   124589673
060000050   869437251
200000100   237958146
501004000   591764328
000000700   648213795
000041000   952641837
003805060   413875962
000000000   786392514

Original    Solution
080600040   182653749
003207050   463297158
000100000   579148236
007031000   657431892
000000060   231589467
004000000   894762513
010004020   318974625
025800300   925816374
000000000   746325981

Original    Solution
010000030   214567938
000030010   856932417
700001060   739481562
070000080   471325689
000010000   692718354
580600000   583649721
040056800   147256893
008000240   968173245
000000000   325894176

Original    Solution
000000300   146279358
205000000   285143679
073685000   973685124
000701030   468721935
750036040   759836241
002000000   312594786
020000500   624318597
001000000   831957462
000000000   597462813

Original    Solution
100036040   172836549
000150760   349152768
050000200   658479213
005000000   815243976
004000100   964785132
720000400   723691485
000010000   536917824
007504000   287564391
000000000   491328657

Original    Solution
000000800   371462859
020000400   625789413
040000670   849135672
004000030   264897135
000251000   983251764
157006000   157346298
408070000   418573926
706000000   736924581
000000000   592618347

Original    Solution
400723000   416723589
000000040   258169347
070005060   379485162
100006000   134596278
060300010   867342915
000000430   925817436
500030020   591638724
700200000   783254691
000000000   642971853

Original    Solution
010063070   415863279
600000030   679125438
020004000   823794156
032047000   132647895
006001000   756981324
000000000   984352617
308000000   348519762
500270040   561278943
000000000   297436581

Original    Solution
000003800   249763851
100024000   153824679
008000300   768195324
006578000   916578432
007200080   537241986
004000010   824639517
605000200   685417293
000006000   372956148
000000000   491382765

Original    Solution
700120000   734125689
600040000   612849357
080700000   589736214
070008000   376498521
800000040   891562743
020370000   425371896
050084100   957684132
003200000   143257968
000000000   268913475

Original    Solution
000020000   635124879
700060410   728569413
041000000   941837526
002340000   182346957
560008300   569278341
300010000   374915682
000000700   216483795
000750200   493751268
000000000   857692134

Original    Solution
070405000   176485239
000062000   398162457
054003600   254793618
600000820   615947823
807001000   837621594
000300100   429358176
080000000   781236945
003000060   543819762
000000000   962574381

Original    Solution
200701300   245761389
003000500   713289546
060040000   968345712
000017020   384917625
070000130   679452138
000630000   521638497
802000060   832574961
000000200   156893274
000000000   497126853

Original    Solution
000587300   426587319
000001040   738691245
501020000   591324678
017060000   317465892
080000000   984132756
260800000   265879134
000000060   179248563
002703000   642753981
000000000   853916427

Original    Solution
060000080   162375489
038000050   438169257
050042000   759842136
081000600   581293674
200000000   247618593
300754000   396754812
005007000   615927348
003000060   923481765
000000000   874536921

Original    Solution
643100000   643125789
000000000   185749236
702000400   792386415
007000600   327451698
050260000   859263174
000800000   461897352
500672040   518672943
030008000   234918567
000000000   976534821

Original    Solution
208006000   218356947
400070020   436971528
005000010   975284316
007000460   357812469
000005030   629745831
040000750   841639752
700103000   764193285
100000000   183527694
000000000   592468173

Original    Solution
000060040   358261947
604053020   674953821
102800000   192847356
000000000   213785469
000300500   746319582
000600700   589624713
000070100   965472138
420130000   427138695
000000000   831596274

Original    Solution
300060010   327964518
001000040   851273649
060850000   469851237
010000000   613792485
205430000   285436791
000008000   794518326
500300060   572389164
000625000   148625973
000000000   936147852

Original    Solution
000002100   345762198
018500000   618549237
020800000   927813456
470635010   479635812
000020000   183427569
000080000   256981374
002100700   832196745
001000080   561274983
000000000   794358621

Original    Solution
300075800   314275869
000000000   596138247
072000000   872649135
003001700   453921786
007000050   127386954
080400000   689457321
760000010   768592413
040860070   941863572
000000000   235714698

Original    Solution
000082000   497182356
518000000   518436279
360000000   362597148
000040000   256349781
074860000   974861523
800070000   831275694
000003000   689723415
123004800   123954867
000000000   745618932

Original    Solution
032000000   132456789
000000000   548719326
070200000   679283415
003600100   723694158
000830000   961835247
850007600   854127693
000008070   215368974
406001530   486971532
000000000   397542861

Original    Solution
002007000   432157869
080000100   587369124
100004000   169284753
708500240   798536241
000001630   245791638
600000070   613842975
320600000   324618597
000070000   856973412
000000000   971425386

Original    Solution
000605200   817635249
003000000   243198657
000000000   569472138
000250000   391254786
408060000   428367915
070010420   675819423
100720000   156723894
704080500   734981562
000000000   982546371

Original    Solution
000000700   234156789
006400000   756498132
001002050   891372456
000000000   362517894
410080020   417983625
500624000   589624371
600700200   645739218
000001560   923841567
000000000   178265943

Original    Solution
001020000   341625879
060304100   768394125
000080400   529187436
000000700   135948762
402006500   482736591
000050000   697251384
000500240   916573248
200810000   274819653
000000000   853462917

Original    Solution
000000300   145678329
060000540   267139548
030200100   839245176
024000000   324786915
006500000   976521834
010000000   518394762
700050600   781452693
002803450   692813457
000000000   453967281

Original    Solution
240000080   241739586
050800000   756812349
000506070   389546271
003200100   893264157
600050030   624157938
100000000   175983462
500300000   512378694
038000020   438691725
000000000   967425813

Original    Solution
060007000   165247389
000030700   284936715
300085200   397185246
500600000   512693478
000004020   736854921
040701000   948721563
470310000   479318652
800000000   853462197
000000000   621579834

Original    Solution
000006300   145726398
803100400   863159427
020400000   927438156
070001000   274681539
000200000   586293714
010040000   319547862
700300080   792314685
008060270   438965271
000000000   651872943

Original    Solution
600320000   615324879
047000050   247198356
000005000   389675241
800000000   824716593
100450680   173459682
000080710   596283714
000000000   431567928
708000130   768942135
000000000   952831467

Original    Solution
000700010   238746519
705000000   765129483
040008600   941358627
100000000   127435896
586000030   586291734
000007050   394687251
000570360   819574362
403000000   453962178
000000000   672813945

Original    Solution
054007000   254187396
100000800   137469825
006000400   986235417
800700000   862741953
070002000   375892641
000603000   491653278
043010560   743918562
010000700   519326784
000000000   628574139

Original    Solution
730400000   732461589
000000010   485279613
160005000   169385247
000000060   391528764
000714000   526714938
800000020   847693125
208006070   258936471
000850300   614857392
000000000   973142856

Original    Solution
000280030   465287139
010500000   219536478
300040620   378149625
600000000   624375981
050000000   857914362
103620000   193628547
036000000   936752814
000800250   741893256
000000000   582461793

Original    Solution
000000070   623419578
000070000   845672193
000800260   179835264
200060400   231567489
504300000   564398712
008200600   798241635
087004000   387154926
006020800   416923857
000000000   952786341

Original    Solution
087004000   187254693
000180040   362189547
000000000   459673128
004007000   614327859
200000300   298546371
500008000   573918462
000401280   735491286
020060730   921865734
000000000   846732915

Original    Solution
080100400   285139467
030046000   137546289
040002500   649782513
000050800   471653892
000007030   856297134
020400070   923418675
060004000   568374921
300000050   394821756
000000000   712965348

Original    Solution
000800070   136845279
200000030   257916834
004302000   984372156
400000000   412753698
805000700   895261743
760008000   763498521
000100460   329187465
000630010   578634912
000000000   641529387

Original    Solution
528000000   528167349
043800070   143829576
000000120   769345128
802004000   852674931
070003000   971283654
600501000   634591287
005000010   485936712
000000060   397412865
000000000   216758493

Original    Solution
004270800   354271869
000300500   726398514
001000000   891645237
000000400   578162493
600080700   613984752
240050000   249753186
000406020   187436925
005000640   935827641
000000000   462519378

Original    Solution
070000360   471825369
000700000   358769124
062100000   962134578
000240000   793248615
084070000   584671293
100500480   126593487
010000000   817352946
630010000   639417852
000000000   245986731

Original    Solution
518046000   518246379
040070000   243579681
000310000   679318524
000000150   384692157
020030400   726135498
100080000   195784236
000007010   432867915
060000040   861953742
000000000   957421863

Original    Solution
000008470   213568479
000100050   467129853
050000000   859374216
300000000   348716592
006000700   926485731
001002040   571932648
180007300   184697325
702800100   792853164
000000000   635241987

Original    Solution
300060100   324568179
706032000   716932458
000000000   589147236
000053000   162753894
000081700   945681723
830400000   837429561
400070000   498375612
001806000   251896347
000000000   673214985

Original    Solution
620150000   624157389
100200470   139268475
508000000   578349126
451000000   451782693
000501000   367591248
000030700   892436751
000004000   285614937
703000000   713925864
000000000   946873512

Original    Solution
320160000   324165879
000020040   158729346
000000000   796384215
000003000   241973568
000000700   839516724
567240000   567248193
603002000   613452987
002030450   982637451
000000000   475891632

Original    Solution
400270000   453276189
001000000   281349567
706000300   796185342
170020000   174823695
800001700   829561734
035400020   635497821
300000050   347612958
000008000   512938476
000000000   968754213

Original    Solution
080070200   184375269
005004300   725694318
036008000   936128457
408000170   458269173
000003000   671583924
000000500   392417586
010000000   519746832
207801000   247831695
000000000   863952741

Original    Solution
000008000   467238159
380504000   389514267
251607000   251697438
013080000   513482796
020100300   726159384
000003000   894763512
070000000   675821943
102000000   132946875
000000000   948375621

Original    Solution
002380000   412385679
670040000   675249318
000600050   389617254
000000530   924861537
100703000   158723946
000054080   736954182
040000000   841596723
200100060   293178465
000000000   567432891

Original    Solution
200800000   236845197
100060000   195367428
007000560   487129563
000010370   524618379
000030040   719532846
068000200   368794251
070001000   673451982
850003000   852973614
000000000   941286735

Original    Solution
001005000   231465879
000000060   489271563
060380000   567389214
000002380   754912386
006800100   326854197
100007000   198637452
000700020   915743628
640100700   642198735
000000000   873526941

Original    Solution
020000400   123689457
000070200   985174263
000000080   467352189
010720000   816723594
504000700   534896712
000040030   279541638
002008040   752918346
608035000   648235971
000000000   391467825

Original    Solution
000230000   145236789
070005000   678195324
002800100   932847156
080001640   587921643
300780000   326784915
000500200   419563278
000300560   294318567
001000000   761459832
000000000   853672491

Original    Solution
000000600   213458679
405000830   465927831
000100000   789163245
020800000   524871396
300206080   391246587
608000410   678395412
100700000   146732958
000084000   957684123
000000000   832519764

Original    Solution
001070000   321476589
000000100   486259173
007800060   597813264
008360000   958361427
200740000   213748956
004000030   674592831
000005600   742135698
000024710   839624715
000000000   165987342

Original    Solution
560200070   563218974
100000800   197345826
040000500   248679513
000800000   354862197
002000400   612937458
080001030   789451632
026000080   426193785
870000060   871524369
000000000   935786241

Original    Solution
304007560   314297568
020008000   527468139
000005040   869135247
000001000   648371952
030000000   931524786
750000300   752689314
000850400   273856491
406000020   496713825
000000000   185942673

Original    Solution
025000060   125438967
000000000   678529143
000670800   349671825
060280430   561287439
080000000   784953216
032004700   932164758
000312000   857312694
400000000   413796582
000000000   296845371

Original    Solution
500270000   516273894
340600000   342698157
000001020   879541326
600080000   634182579
081000400   781956432
200000000   295734681
